Year,Subregion,Species_CD,Abundance,Relative Abundance ,Effort
1999,4,201,12.5,0.00017385,208
2000,1,201,0.833,3.20E-05,90
2000,2,201,0.5,3.59E-05,33
2000,3,201,5,0.00054259,32
2000,4,201,11.5,0.00013714,194
2001,1,201,1.5,1.74E-05,131
2001,2,201,0.5,5.56E-06,51
2001,3,201,0,0,26
2001,4,201,0,NaN,0
2002,1,201,7,0.00012232,202
2002,2,201,3.5,0.00025833,54
2002,3,201,0,0,32
2002,4,201,0,NaN,0
2003,1,201,5.5,8.54E-05,199
2003,2,201,1,9.90E-05,22
2003,3,201,0,0,17
2003,4,201,0,NaN,0
2004,1,201,6.5,0.00013469,152
2004,2,201,0,NaN,0
2004,3,201,0,0,1
2004,4,201,26.5,0.00021991,321
2005,1,201,6,0.0001515,148
2005,2,201,0.5,2.64E-05,42
2005,3,201,0,0,18
2005,4,201,0,NaN,0
2006,1,201,4,8.42E-05,193
2006,2,201,2,8.94E-05,62
2006,3,201,0,0,23
2006,4,201,13.5,8.12E-05,262
2007,1,201,2,4.28E-05,181
2007,2,201,2.5,0.00012243,66
2007,3,201,0.5,6.58E-05,38
2007,4,201,0,NaN,0
2008,1,201,5,8.17E-05,221
2008,2,201,3.5,0.00012991,78
2008,3,201,0.5,4.57E-05,41
2008,4,201,25.5,8.90E-05,353
2009,1,201,2.5,2.67E-05,257
2009,2,201,2.5,4.96E-05,107
2009,3,201,2,8.89E-05,55
2009,4,201,0,NaN,0
2010,1,201,2,3.69E-05,188
2010,2,201,0,0,68
2010,3,201,0,0,41
2010,4,201,8.5,5.06E-05,383
2011,1,201,6.5,9.54E-05,191
2011,2,201,1.5,4.36E-05,82
2011,3,201,0.5,2.92E-05,44
2011,4,201,0,NaN,0
2012,1,201,3,4.20E-05,223
2012,2,201,0.5,1.57E-05,81
2012,3,201,0,0,28
2012,4,201,2.5,8.89E-06,421
2014,1,201,0,0,25
2014,2,201,2.5,0.00012828,43
2014,3,201,0,0,34
2014,4,201,12.5,3.77E-05,409
1999,1,202,33.833,0.0034142,44
1999,2,202,14,0.00082197,70
1999,3,202,4,0.00042107,34
1999,4,202,223.84,0.0031131,208
2000,1,202,35.833,0.0013781,90
2000,2,202,20.5,0.0014715,33
2000,3,202,20,0.0021704,32
2000,4,202,235,0.0028025,194
2001,1,202,85.001,0.00098563,131
2001,2,202,16,0.00017796,51
2001,3,202,9.5,0.00067616,26
2001,4,202,0,NaN,0
2002,1,202,67.165,0.0011737,202
2002,2,202,9,0.00066427,54
2002,3,202,8,0.00044023,32
2002,4,202,0,NaN,0
2003,1,202,50.5,0.00078457,199
2003,2,202,5.5,0.00054452,22
2003,3,202,10,0.0022346,17
2003,4,202,0,NaN,0
2004,1,202,30,0.00062165,152
2004,2,202,0,NaN,0
2004,3,202,0.5,0.0016234,1
2004,4,202,371.67,0.0030842,321
2005,1,202,30.5,0.00077015,148
2005,2,202,12,0.0006338,42
2005,3,202,8.5,0.0018335,18
2005,4,202,0,NaN,0
2006,1,202,25.166,0.00052964,193
2006,2,202,5,0.00022358,62
2006,3,202,1,0.00014888,23
2006,4,202,249,0.0014981,262
2007,1,202,14,0.00029948,181
2007,2,202,5,0.00024486,66
2007,3,202,5,0.00065791,38
2007,4,202,0,NaN,0
2008,1,202,35.5,0.00057982,221
2008,2,202,10.5,0.00038972,78
2008,3,202,11,0.0010057,41
2008,4,202,265.5,0.00092712,353
2009,1,202,53,0.00056638,257
2009,2,202,22,0.00043618,107
2009,3,202,11,0.00048885,55
2009,4,202,0,NaN,0
2010,1,202,34.5,0.00063568,188
2010,2,202,10.5,0.00036854,68
2010,3,202,6.5,0.00043407,41
2010,4,202,223,0.0013273,383
2011,1,202,22,0.00032274,191
2011,2,202,8,0.00023268,82
2011,3,202,4,0.00023386,44
2011,4,202,0,NaN,0
2012,1,202,45.5,0.00063631,223
2012,2,202,17,0.00053241,81
2012,3,202,12.5,0.00097561,28
2012,4,202,548.5,0.0019494,421
2014,1,202,2,0.00024787,25
2014,2,202,0.5,2.57E-05,43
2014,3,202,5,0.00042615,34
2014,4,202,353,0.0010633,409
1999,1,203,1,0.00010091,44
1999,2,203,3,0.00017614,70
1999,3,203,0,0,34
1999,4,203,4.5,6.26E-05,208
2000,1,203,1.333,5.13E-05,90
2000,2,203,1,7.18E-05,33
2000,3,203,0,0,32
2000,4,203,0.5,5.96E-06,194
2001,1,203,9.5,0.00011016,131
2001,2,203,3,3.34E-05,51
2001,3,203,6,0.00042705,26
2001,4,203,0,NaN,0
2002,1,203,9,0.00015727,202
2002,2,203,1,7.38E-05,54
2002,3,203,3,0.00016508,32
2002,4,203,0,NaN,0
2003,1,203,1.5,2.33E-05,199
2003,2,203,0.5,4.95E-05,22
2003,3,203,3.5,0.00078212,17
2003,4,203,0,NaN,0
2004,1,203,5.5,0.00011397,152
2004,2,203,0,NaN,0
2004,3,203,0,0,1
2004,4,203,3.5,2.90E-05,321
2005,1,203,22.5,0.00056814,148
2005,2,203,11,0.00058098,42
2005,3,203,2,0.00043141,18
2005,4,203,0,NaN,0
2006,1,203,7,0.00014732,193
2006,2,203,0.5,2.24E-05,62
2006,3,203,0.5,7.44E-05,23
2006,4,203,5,3.01E-05,262
2007,1,203,3,6.42E-05,181
2007,2,203,1,4.90E-05,66
2007,3,203,0.5,6.58E-05,38
2007,4,203,0,NaN,0
2008,1,203,0,0,221
2008,2,203,1,3.71E-05,78
2008,3,203,0,0,41
2008,4,203,17.5,6.11E-05,353
2009,1,203,0,0,257
2009,2,203,0.5,9.91E-06,107
2009,3,203,0,0,55
2009,4,203,0,NaN,0
2010,1,203,0,0,188
2010,2,203,0,0,68
2010,3,203,0,0,41
2010,4,203,3.5,2.08E-05,383
2011,1,203,2.5,3.67E-05,191
2011,2,203,0.5,1.45E-05,82
2011,3,203,0.5,2.92E-05,44
2011,4,203,0,NaN,0
2012,1,203,0.5,6.99E-06,223
2012,2,203,1,3.13E-05,81
2012,3,203,1,7.80E-05,28
2012,4,203,2,7.11E-06,421
2014,1,203,0,0,25
2014,2,203,0.5,2.57E-05,43
2014,3,203,0.5,4.26E-05,34
2014,4,203,3,9.04E-06,409
1999,1,204,0,0,44
1999,2,204,0,0,70
1999,3,204,0,0,34
1999,4,204,0,0,208
2000,1,204,0,0,90
2000,2,204,0,0,33
2000,3,204,0,0,32
2000,4,204,0,0,194
2001,1,204,0,0,131
2001,2,204,0,0,51
2001,3,204,0,0,26
2001,4,204,0,NaN,0
2002,1,204,0,0,202
2002,2,204,0,0,54
2002,3,204,0,0,32
2002,4,204,0,NaN,0
2003,1,204,0,0,199
2003,2,204,0,0,22
2003,3,204,0,0,17
2003,4,204,0,NaN,0
2004,1,204,0,0,152
2004,2,204,0,NaN,0
2004,3,204,0,0,1
2004,4,204,5.5,4.56E-05,321
2005,1,204,0,0,148
2005,2,204,0,0,42
2005,3,204,0,0,18
2005,4,204,0,NaN,0
2006,1,204,0,0,193
2006,2,204,0,0,62
2006,3,204,0,0,23
2006,4,204,0,0,262
2007,1,204,0,0,181
2007,2,204,0,0,66
2007,3,204,0,0,38
2007,4,204,0,NaN,0
2008,1,204,0,0,221
2008,2,204,0,0,78
2008,3,204,0,0,41
2008,4,204,0,0,353
2009,1,204,0,0,257
2009,2,204,0,0,107
2009,3,204,0,0,55
2009,4,204,0,NaN,0
2010,1,204,0,0,188
2010,2,204,0,0,68
2010,3,204,0,0,41
2010,4,204,0,0,383
2011,1,204,1,1.47E-05,191
2011,2,204,0,0,82
2011,3,204,0,0,44
2011,4,204,0,NaN,0
2012,1,204,0,0,223
2012,2,204,0,0,81
2012,3,204,0,0,28
2012,4,204,0.5,1.78E-06,421
2014,1,204,0,0,25
2014,2,204,0,0,43
2014,3,204,0,0,34
2014,4,204,0,0,409
1999,1,205,2,0.00020183,44
1999,2,205,3,0.00017614,70
1999,3,205,2,0.00021054,34
1999,4,205,100.83,0.0014023,208
2000,1,205,11,0.00042305,90
2000,2,205,2.5,0.00017946,33
2000,3,205,5,0.00054259,32
2000,4,205,128.5,0.0015324,194
2001,1,205,8.5,9.86E-05,131
2001,2,205,3,3.34E-05,51
2001,3,205,2,0.00014235,26
2001,4,205,0,NaN,0
2002,1,205,29.666,0.00051841,202
2002,2,205,3.5,0.00025833,54
2002,3,205,0,0,32
2002,4,205,0,NaN,0
2003,1,205,19.333,0.00030036,199
2003,2,205,0,0,22
2003,3,205,0,0,17
2003,4,205,0,NaN,0
2004,1,205,20.5,0.00042479,152
2004,2,205,0,NaN,0
2004,3,205,0,0,1
2004,4,205,313.83,0.0026043,321
2005,1,205,19.5,0.00049239,148
2005,2,205,10,0.00052816,42
2005,3,205,2,0.00043141,18
2005,4,205,0,NaN,0
2006,1,205,19,0.00039987,193
2006,2,205,4,0.00017887,62
2006,3,205,1,0.00014888,23
2006,4,205,229.5,0.0013808,262
2007,1,205,13.5,0.00028878,181
2007,2,205,5,0.00024486,66
2007,3,205,2,0.00026316,38
2007,4,205,0,NaN,0
2008,1,205,16.5,0.00026949,221
2008,2,205,9.5,0.00035261,78
2008,3,205,0.5,4.57E-05,41
2008,4,205,299,0.0010441,353
2009,1,205,14.5,0.00015495,257
2009,2,205,6.5,0.00012887,107
2009,3,205,1,4.44E-05,55
2009,4,205,0,NaN,0
2010,1,205,16.5,0.00030402,188
2010,2,205,4.5,0.00015795,68
2010,3,205,3.5,0.00023373,41
2010,4,205,223,0.0013273,383
2011,1,205,16.5,0.00024205,191
2011,2,205,5.5,0.00015996,82
2011,3,205,2,0.00011693,44
2011,4,205,0,NaN,0
2012,1,205,24.5,0.00034263,223
2012,2,205,5.5,0.00017225,81
2012,3,205,0.5,3.90E-05,28
2012,4,205,232,0.00082455,421
2014,1,205,1.5,0.0001859,25
2014,2,205,0.5,2.57E-05,43
2014,3,205,0,0,34
2014,4,205,184,0.00055422,409
1999,1,206,1,0.00010091,44
1999,2,206,0,0,70
1999,3,206,0,0,34
1999,4,206,0,0,208
2000,1,206,0,0,90
2000,2,206,0.5,3.59E-05,33
2000,3,206,0,0,32
2000,4,206,0,0,194
2001,1,206,0,0,131
2001,2,206,0,0,51
2001,3,206,0,0,26
2001,4,206,0,NaN,0
2002,1,206,0,0,202
2002,2,206,0,0,54
2002,3,206,0,0,32
2002,4,206,0,NaN,0
2003,1,206,0.5,7.77E-06,199
2003,2,206,0,0,22
2003,3,206,0.5,0.00011173,17
2003,4,206,0,NaN,0
2004,1,206,0.5,1.04E-05,152
2004,2,206,0,NaN,0
2004,3,206,0,0,1
2004,4,206,0.5,4.15E-06,321
2005,1,206,0,0,148
2005,2,206,0,0,42
2005,3,206,0,0,18
2005,4,206,0,NaN,0
2006,1,206,0,0,193
2006,2,206,0,0,62
2006,3,206,0,0,23
2006,4,206,1,6.02E-06,262
2007,1,206,0.5,1.07E-05,181
2007,2,206,0,0,66
2007,3,206,0,0,38
2007,4,206,0,NaN,0
2008,1,206,0.5,8.17E-06,221
2008,2,206,0,0,78
2008,3,206,0,0,41
2008,4,206,0,0,353
2009,1,206,0.5,5.34E-06,257
2009,2,206,0,0,107
2009,3,206,0.5,2.22E-05,55
2009,4,206,0,NaN,0
2010,1,206,0,0,188
2010,2,206,0,0,68
2010,3,206,0,0,41
2010,4,206,0,0,383
2011,1,206,0.5,7.33E-06,191
2011,2,206,0.5,1.45E-05,82
2011,3,206,0,0,44
2011,4,206,0,NaN,0
2012,1,206,1,1.40E-05,223
2012,2,206,0,0,81
2012,3,206,0,0,28
2012,4,206,0,0,421
2014,1,206,0,0,25
2014,2,206,0,0,43
2014,3,206,0,0,34
2014,4,206,0,0,409
1999,1,207,0,0,44
1999,2,207,0,0,70
1999,3,207,0,0,34
1999,4,207,0,0,208
2000,1,207,0,0,90
2000,2,207,0,0,33
2000,3,207,0,0,32
2000,4,207,0,0,194
2001,1,207,0,0,131
2001,2,207,0,0,51
2001,3,207,0,0,26
2001,4,207,0,NaN,0
2002,1,207,0,0,202
2002,2,207,0,0,54
2002,3,207,0,0,32
2002,4,207,0,NaN,0
2003,1,207,0,0,199
2003,2,207,0,0,22
2003,3,207,0,0,17
2003,4,207,0,NaN,0
2004,1,207,0,0,152
2004,2,207,0,NaN,0
2004,3,207,0,0,1
2004,4,207,4,3.32E-05,321
2005,1,207,0,0,148
2005,2,207,0,0,42
2005,3,207,0,0,18
2005,4,207,0,NaN,0
2006,1,207,0,0,193
2006,2,207,0,0,62
2006,3,207,0,0,23
2006,4,207,1,6.02E-06,262
2007,1,207,0,0,181
2007,2,207,0,0,66
2007,3,207,0,0,38
2007,4,207,0,NaN,0
2008,1,207,0,0,221
2008,2,207,0,0,78
2008,3,207,0,0,41
2008,4,207,1.5,5.24E-06,353
2009,1,207,0,0,257
2009,2,207,0,0,107
2009,3,207,0,0,55
2009,4,207,0,NaN,0
2010,1,207,0.5,9.21E-06,188
2010,2,207,0,0,68
2010,3,207,0,0,41
2010,4,207,1,5.95E-06,383
2011,1,207,0,0,191
2011,2,207,0,0,82
2011,3,207,0,0,44
2011,4,207,0,NaN,0
2012,1,207,0,0,223
2012,2,207,0,0,81
2012,3,207,0,0,28
2012,4,207,5.5,1.95E-05,421
2014,1,207,0,0,25
2014,2,207,0,0,43
2014,3,207,0,0,34
2014,4,207,15,4.52E-05,409
1999,1,208,0,0,44
1999,2,208,0,0,70
1999,3,208,0,0,34
1999,4,208,0.5,6.95E-06,208
2000,1,208,0,0,90
2000,2,208,0.5,3.59E-05,33
2000,3,208,0,0,32
2000,4,208,7,8.35E-05,194
2001,1,208,1,1.16E-05,131
2001,2,208,0,0,51
2001,3,208,0,0,26
2001,4,208,0,NaN,0
2002,1,208,0,0,202
2002,2,208,0,0,54
2002,3,208,0,0,32
2002,4,208,0,NaN,0
2003,1,208,0.5,7.77E-06,199
2003,2,208,0,0,22
2003,3,208,0,0,17
2003,4,208,0,NaN,0
2004,1,208,0,0,152
2004,2,208,0,NaN,0
2004,3,208,0,0,1
2004,4,208,4,3.32E-05,321
2005,1,208,1.5,3.79E-05,148
2005,2,208,0,0,42
2005,3,208,0,0,18
2005,4,208,0,NaN,0
2006,1,208,0,0,193
2006,2,208,0,0,62
2006,3,208,0,0,23
2006,4,208,1.5,9.02E-06,262
2007,1,208,0.5,1.07E-05,181
2007,2,208,0,0,66
2007,3,208,0,0,38
2007,4,208,0,NaN,0
2008,1,208,0,0,221
2008,2,208,0,0,78
2008,3,208,0,0,41
2008,4,208,17,5.94E-05,353
2009,1,208,2.5,2.67E-05,257
2009,2,208,0,0,107
2009,3,208,0.5,2.22E-05,55
2009,4,208,0,NaN,0
2010,1,208,2,3.69E-05,188
2010,2,208,0.5,1.76E-05,68
2010,3,208,0,0,41
2010,4,208,5.5,3.27E-05,383
2011,1,208,0,0,191
2011,2,208,0,0,82
2011,3,208,0,0,44
2011,4,208,0,NaN,0
2012,1,208,0,0,223
2012,2,208,0,0,81
2012,3,208,0,0,28
2012,4,208,10.5,3.73E-05,421
2014,1,208,0,0,25
2014,2,208,0,0,43
2014,3,208,0,0,34
2014,4,208,12,3.61E-05,409
1999,1,209,0.5,5.05E-05,44
1999,2,209,0,0,70
1999,3,209,0,0,34
1999,4,209,36.5,0.00050763,208
2000,1,209,2,7.69E-05,90
2000,2,209,0,0,33
2000,3,209,0,0,32
2000,4,209,52,0.00062013,194
2001,1,209,0.5,5.80E-06,131
2001,2,209,1,1.11E-05,51
2001,3,209,0,0,26
2001,4,209,0,NaN,0
2002,1,209,6,0.00010485,202
2002,2,209,0,0,54
2002,3,209,0,0,32
2002,4,209,0,NaN,0
2003,1,209,9.667,0.00015019,199
2003,2,209,0,0,22
2003,3,209,0,0,17
2003,4,209,0,NaN,0
2004,1,209,3,6.22E-05,152
2004,2,209,0,NaN,0
2004,3,209,0,0,1
2004,4,209,94.5,0.00078419,321
2005,1,209,8.5,0.00021463,148
2005,2,209,0,0,42
2005,3,209,0,0,18
2005,4,209,0,NaN,0
2006,1,209,3.5,7.37E-05,193
2006,2,209,2,8.94E-05,62
2006,3,209,0.5,7.44E-05,23
2006,4,209,66,0.00039708,262
2007,1,209,2.5,5.35E-05,181
2007,2,209,0.5,2.45E-05,66
2007,3,209,0,0,38
2007,4,209,0,NaN,0
2008,1,209,3.5,5.72E-05,221
2008,2,209,0,0,78
2008,3,209,0,0,41
2008,4,209,54,0.00018857,353
2009,1,209,3.5,3.74E-05,257
2009,2,209,1,1.98E-05,107
2009,3,209,0.5,2.22E-05,55
2009,4,209,0,NaN,0
2010,1,209,1,1.84E-05,188
2010,2,209,0,0,68
2010,3,209,0,0,41
2010,4,209,52,0.00030951,383
2011,1,209,7,0.00010269,191
2011,2,209,0,0,82
2011,3,209,0,0,44
2011,4,209,0,NaN,0
2012,1,209,5.5,7.69E-05,223
2012,2,209,1,3.13E-05,81
2012,3,209,0,0,28
2012,4,209,73.5,0.00026122,421
2014,1,209,0,0,25
2014,2,209,0.5,2.57E-05,43
2014,3,209,2,0.00017046,34
2014,4,209,58,0.0001747,409
1999,1,210,2.833,0.00028589,44
1999,2,210,5,0.00029356,70
1999,3,210,4,0.00042107,34
1999,4,210,103.67,0.0014418,208
2000,1,210,11,0.00042305,90
2000,2,210,0.5,3.59E-05,33
2000,3,210,0,0,32
2000,4,210,125,0.0014907,194
2001,1,210,9.5,0.00011016,131
2001,2,210,3,3.34E-05,51
2001,3,210,0.5,3.56E-05,26
2001,4,210,0,NaN,0
2002,1,210,16.832,0.00029414,202
2002,2,210,1.5,0.00011071,54
2002,3,210,1,5.50E-05,32
2002,4,210,0,NaN,0
2003,1,210,12.5,0.0001942,199
2003,2,210,0,0,22
2003,3,210,2,0.00044693,17
2003,4,210,0,NaN,0
2004,1,210,11,0.00022794,152
2004,2,210,0,NaN,0
2004,3,210,0,0,1
2004,4,210,160,0.0013277,321
2005,1,210,19,0.00047976,148
2005,2,210,6,0.0003169,42
2005,3,210,0,0,18
2005,4,210,0,NaN,0
2006,1,210,13.5,0.00028412,193
2006,2,210,7,0.00031302,62
2006,3,210,3.5,0.00052107,23
2006,4,210,192,0.0011551,262
2007,1,210,10,0.00021391,181
2007,2,210,1,4.90E-05,66
2007,3,210,0.5,6.58E-05,38
2007,4,210,0,NaN,0
2008,1,210,10.5,0.0001715,221
2008,2,210,0.5,1.86E-05,78
2008,3,210,0,0,41
2008,4,210,135.5,0.00047316,353
2009,1,210,9,9.62E-05,257
2009,2,210,4,7.93E-05,107
2009,3,210,1.5,6.67E-05,55
2009,4,210,0,NaN,0
2010,1,210,5.5,0.00010134,188
2010,2,210,0,0,68
2010,3,210,0,0,41
2010,4,210,119,0.00070829,383
2011,1,210,17.5,0.00025672,191
2011,2,210,4,0.00011634,82
2011,3,210,2,0.00011693,44
2011,4,210,0,NaN,0
2012,1,210,12.5,0.00017481,223
2012,2,210,6.5,0.00020357,81
2012,3,210,1,7.80E-05,28
2012,4,210,211,0.00074991,421
2014,1,210,2.166,0.00026844,25
2014,2,210,0,0,43
2014,3,210,7.25,0.00061792,34
2014,4,210,190.5,0.0005738,409
1999,1,211,0,0,44
1999,2,211,0,0,70
1999,3,211,0.5,5.26E-05,34
1999,4,211,28.833,0.000401,208
2000,1,211,2,7.69E-05,90
2000,2,211,1,7.18E-05,33
2000,3,211,0,0,32
2000,4,211,25,0.00029814,194
2001,1,211,2.5,2.90E-05,131
2001,2,211,0.5,5.56E-06,51
2001,3,211,1,7.12E-05,26
2001,4,211,0,NaN,0
2002,1,211,4,6.99E-05,202
2002,2,211,0,0,54
2002,3,211,0,0,32
2002,4,211,0,NaN,0
2003,1,211,2.5,3.88E-05,199
2003,2,211,0,0,22
2003,3,211,0,0,17
2003,4,211,0,NaN,0
2004,1,211,1,2.07E-05,152
2004,2,211,0,NaN,0
2004,3,211,0,0,1
2004,4,211,42.833,0.00035544,321
2005,1,211,1,2.53E-05,148
2005,2,211,0,0,42
2005,3,211,0,0,18
2005,4,211,0,NaN,0
2006,1,211,2.5,5.26E-05,193
2006,2,211,1,4.47E-05,62
2006,3,211,0.5,7.44E-05,23
2006,4,211,23.5,0.00014139,262
2007,1,211,3,6.42E-05,181
2007,2,211,0,0,66
2007,3,211,0,0,38
2007,4,211,0,NaN,0
2008,1,211,2.5,4.08E-05,221
2008,2,211,0,0,78
2008,3,211,0,0,41
2008,4,211,32.5,0.00011349,353
2009,1,211,2,2.14E-05,257
2009,2,211,0,0,107
2009,3,211,0.5,2.22E-05,55
2009,4,211,0,NaN,0
2010,1,211,2,3.69E-05,188
2010,2,211,0.5,1.76E-05,68
2010,3,211,0,0,41
2010,4,211,39.5,0.00023511,383
2011,1,211,4.5,6.60E-05,191
2011,2,211,0.5,1.45E-05,82
2011,3,211,1,5.85E-05,44
2011,4,211,0,NaN,0
2012,1,211,3.5,4.89E-05,223
2012,2,211,1,3.13E-05,81
2012,3,211,0,0,28
2012,4,211,57.5,0.00020436,421
2014,1,211,0,0,25
2014,2,211,0,0,43
2014,3,211,0,0,34
2014,4,211,46,0.00013855,409
1999,1,212,16.334,0.0016483,44
1999,2,212,20,0.0011742,70
1999,3,212,13,0.0013685,34
1999,4,212,207.67,0.0028882,208
2000,1,212,61.831,0.002378,90
2000,2,212,13.5,0.00096906,33
2000,3,212,8.5,0.00092241,32
2000,4,212,237.5,0.0028323,194
2001,1,212,82.5,0.00095663,131
2001,2,212,23.5,0.00026138,51
2001,3,212,9,0.00064057,26
2001,4,212,0,NaN,0
2002,1,212,84.332,0.0014737,202
2002,2,212,25,0.0018452,54
2002,3,212,0,0,32
2002,4,212,0,NaN,0
2003,1,212,88.666,0.0013775,199
2003,2,212,0.5,4.95E-05,22
2003,3,212,3,0.00067039,17
2003,4,212,0,NaN,0
2004,1,212,65.5,0.0013573,152
2004,2,212,0,NaN,0
2004,3,212,1.5,0.0048701,1
2004,4,212,511.83,0.0042473,321
2005,1,212,101,0.0025503,148
2005,2,212,27,0.001426,42
2005,3,212,1.5,0.00032355,18
2005,4,212,0,NaN,0
2006,1,212,123.5,0.0025992,193
2006,2,212,48,0.0021464,62
2006,3,212,15,0.0022331,23
2006,4,212,532.5,0.0032037,262
2007,1,212,73.5,0.0015723,181
2007,2,212,29,0.0014202,66
2007,3,212,7.5,0.00098686,38
2007,4,212,0,NaN,0
2008,1,212,132,0.0021559,221
2008,2,212,36.5,0.0013548,78
2008,3,212,7.5,0.00068572,41
2008,4,212,688,0.0024025,353
2009,1,212,160.5,0.0017152,257
2009,2,212,85.5,0.0016952,107
2009,3,212,35,0.0015554,55
2009,4,212,0,NaN,0
2010,1,212,138.5,0.0025519,188
2010,2,212,46.5,0.0016321,68
2010,3,212,30,0.0020034,41
2010,4,212,657.5,0.0039135,383
2011,1,212,240.5,0.0035281,191
2011,2,212,64.5,0.001876,82
2011,3,212,41,0.0023971,44
2011,4,212,0,NaN,0
2012,1,212,195,0.002727,223
2012,2,212,53.5,0.0016755,81
2012,3,212,16.5,0.0012878,28
2012,4,212,850,0.003021,421
2014,1,212,16.833,0.0020862,25
2014,2,212,22.25,0.0011417,43
2014,3,212,8.5,0.00072446,34
2014,4,212,912,0.002747,409
1999,1,213,0,0,44
1999,2,213,0,0,70
1999,3,213,0,0,34
1999,4,213,0,0,208
2000,1,213,0,0,90
2000,2,213,0,0,33
2000,3,213,0,0,32
2000,4,213,0,0,194
2001,1,213,0,0,131
2001,2,213,0,0,51
2001,3,213,0,0,26
2001,4,213,0,NaN,0
2002,1,213,0,0,202
2002,2,213,0,0,54
2002,3,213,0,0,32
2002,4,213,0,NaN,0
2003,1,213,0,0,199
2003,2,213,0,0,22
2003,3,213,0,0,17
2003,4,213,0,NaN,0
2004,1,213,0,0,152
2004,2,213,0,NaN,0
2004,3,213,0,0,1
2004,4,213,0,0,321
2005,1,213,0,0,148
2005,2,213,0,0,42
2005,3,213,0,0,18
2005,4,213,0,NaN,0
2006,1,213,0,0,193
2006,2,213,0,0,62
2006,3,213,0,0,23
2006,4,213,0.5,3.01E-06,262
2007,1,213,0,0,181
2007,2,213,0,0,66
2007,3,213,0,0,38
2007,4,213,0,NaN,0
2008,1,213,0,0,221
2008,2,213,0,0,78
2008,3,213,0,0,41
2008,4,213,0,0,353
2009,1,213,0,0,257
2009,2,213,0,0,107
2009,3,213,0,0,55
2009,4,213,0,NaN,0
2010,1,213,0,0,188
2010,2,213,0,0,68
2010,3,213,0,0,41
2010,4,213,0,0,383
2011,1,213,0,0,191
2011,2,213,0,0,82
2011,3,213,0,0,44
2011,4,213,0,NaN,0
2012,1,213,0,0,223
2012,2,213,0,0,81
2012,3,213,0,0,28
2012,4,213,0,0,421
2014,1,213,0,0,25
2014,2,213,0,0,43
2014,3,213,0,0,34
2014,4,213,1,3.01E-06,409
1999,1,214,7.499,0.00075675,44
1999,2,214,20,0.0011742,70
1999,3,214,10,0.0010527,34
1999,4,214,58.833,0.00081823,208
2000,1,214,26.999,0.0010384,90
2000,2,214,22,0.0015792,33
2000,3,214,28.5,0.0030928,32
2000,4,214,77.5,0.00092423,194
2001,1,214,43,0.00049861,131
2001,2,214,33,0.00036704,51
2001,3,214,11,0.00078292,26
2001,4,214,0,NaN,0
2002,1,214,48,0.0008388,202
2002,2,214,31.5,0.0023249,54
2002,3,214,20,0.0011006,32
2002,4,214,0,NaN,0
2003,1,214,32.333,0.00050233,199
2003,2,214,13,0.001287,22
2003,3,214,12,0.0026816,17
2003,4,214,0,NaN,0
2004,1,214,36.5,0.00075634,152
2004,2,214,0,NaN,0
2004,3,214,0.5,0.0016234,1
2004,4,214,285.33,0.0023678,321
2005,1,214,38.5,0.00097215,148
2005,2,214,21.5,0.0011356,42
2005,3,214,3,0.00064711,18
2005,4,214,0,NaN,0
2006,1,214,20.5,0.00043144,193
2006,2,214,23,0.0010285,62
2006,3,214,8,0.001191,23
2006,4,214,146,0.00087839,262
2007,1,214,27,0.00057756,181
2007,2,214,14.5,0.0007101,66
2007,3,214,10,0.0013158,38
2007,4,214,0,NaN,0
2008,1,214,34,0.00055532,221
2008,2,214,13.5,0.00050107,78
2008,3,214,9,0.00082287,41
2008,4,214,188.5,0.00065824,353
2009,1,214,19.5,0.00020838,257
2009,2,214,24.5,0.00048575,107
2009,3,214,18.5,0.00082215,55
2009,4,214,0,NaN,0
2010,1,214,31,0.00057119,188
2010,2,214,25.5,0.00089503,68
2010,3,214,22.5,0.0015026,41
2010,4,214,129,0.00076781,383
2011,1,214,51.5,0.0007555,191
2011,2,214,45.5,0.0013233,82
2011,3,214,30,0.001754,44
2011,4,214,0,NaN,0
2012,1,214,44.5,0.00062232,223
2012,2,214,38.5,0.0012058,81
2012,3,214,19,0.0014829,28
2012,4,214,278.5,0.00098981,421
2014,1,214,0.5,6.20E-05,25
2014,2,214,3.5,0.00017959,43
2014,3,214,6,0.00051138,34
2014,4,214,175,0.00052711,409
1999,1,215,0.5,5.05E-05,44
1999,2,215,1.5,8.81E-05,70
1999,3,215,1,0.00010527,34
1999,4,215,12,0.00016689,208
2000,1,215,2,7.69E-05,90
2000,2,215,0,0,33
2000,3,215,0,0,32
2000,4,215,18,0.00021466,194
2001,1,215,0.5,5.80E-06,131
2001,2,215,0.5,5.56E-06,51
2001,3,215,0,0,26
2001,4,215,0,NaN,0
2002,1,215,5,8.74E-05,202
2002,2,215,0,0,54
2002,3,215,0,0,32
2002,4,215,0,NaN,0
2003,1,215,0,0,199
2003,2,215,0.5,4.95E-05,22
2003,3,215,0,0,17
2003,4,215,0,NaN,0
2004,1,215,0.5,1.04E-05,152
2004,2,215,0,NaN,0
2004,3,215,0,0,1
2004,4,215,40.5,0.00033608,321
2005,1,215,0,0,148
2005,2,215,0,0,42
2005,3,215,0,0,18
2005,4,215,0,NaN,0
2006,1,215,1.5,3.16E-05,193
2006,2,215,0,0,62
2006,3,215,0,0,23
